original_proximity,filtered_proximity,slip,task_failure
735.43,735.12,0.0,0.0
736.01,735.12,0.0,0.0
735.37,735.11,0.0,0.0
734.65,735.11,0.0,0.0
735.39,735.1,0.0,0.0
735.72,735.09,0.0,0.0
734.45,735.07,0.0,0.0
734.92,735.05,0.0,0.0
735.47,735.04,0.0,0.0
734.38,735.01,0.0,0.0
734.9,734.99,0.0,0.0
733.52,734.97,0.0,0.0
735.47,734.94,0.0,0.0
734.75,734.92,0.0,0.0
735.28,734.89,0.0,0.0
735.42,734.87,0.0,0.0
735.43,734.84,0.0,0.0
733.59,734.82,0.0,0.0
736.45,734.8,0.0,0.0
734.99,734.79,0.0,0.0
734.27,734.77,0.0,0.0
735.01,734.76,0.0,0.0
734.21,734.75,0.0,0.0
734.76,734.73,0.0,0.0
733.35,734.72,0.0,0.0
734.33,734.72,0.0,0.0
733.77,734.71,0.0,0.0
734.82,734.7,0.0,0.0
735.29,734.69,0.0,0.0
734.96,734.69,0.0,0.0
734.87,734.69,0.0,0.0
733.13,734.68,0.0,0.0
736.97,734.68,0.0,0.0
734.86,734.69,0.0,0.0
735.16,734.69,0.0,0.0
734.7,734.69,0.0,0.0
735.42,734.7,0.0,0.0
733.71,734.71,0.0,0.0
733.59,734.71,0.0,0.0
733.91,734.72,0.0,0.0
734.83,734.72,0.0,0.0
735.69,734.72,0.0,0.0
734.67,734.72,0.0,0.0
734.06,734.72,0.0,0.0
734.45,734.71,0.0,0.0
736.13,734.7,0.0,0.0
734.71,734.69,0.0,0.0
734.48,734.68,0.0,0.0
735.1,734.67,0.0,0.0
734.86,734.65,0.0,0.0
735.4,734.64,0.0,0.0
734.1,734.63,0.0,0.0
734.42,734.61,0.0,0.0
734.87,734.59,0.0,0.0
734.35,734.58,0.0,0.0
734.12,734.56,0.0,0.0
734.08,734.54,0.0,0.0
734.78,734.52,0.0,0.0
733.36,734.5,0.0,0.0
735.14,734.49,0.0,0.0
734.83,734.47,0.0,0.0
734.53,734.45,0.0,0.0
734.66,734.44,0.0,0.0
734.35,734.42,0.0,0.0
733.99,734.41,0.0,0.0
734.72,734.4,0.0,0.0
733.75,734.39,0.0,0.0
734.26,734.38,0.0,0.0
734.5,734.38,0.0,0.0
733.73,734.37,0.0,0.0
734.8,734.37,0.0,0.0
734.67,734.36,0.0,0.0
734.38,734.36,0.0,0.0
734.23,734.35,0.0,0.0
734.46,734.35,0.0,0.0
734.11,734.34,0.0,0.0
735.09,734.33,0.0,0.0
735.03,734.33,0.0,0.0
733.85,734.32,0.0,0.0
734.42,734.32,0.0,0.0
733.48,734.32,0.0,0.0
733.36,734.32,0.0,0.0
734.38,734.32,0.0,0.0
734.25,734.32,0.0,0.0
735.72,734.32,0.0,0.0
734.23,734.32,0.0,0.0
734.84,734.33,0.0,0.0
733.71,734.33,0.0,0.0
733.12,734.34,0.0,0.0
733.23,734.34,0.0,0.0
735.07,734.35,0.0,0.0
734.64,734.36,0.0,0.0
734.56,734.37,0.0,0.0
734.52,734.38,0.0,0.0
735.77,734.39,0.0,0.0
734.33,734.39,0.0,0.0
733.9,734.4,0.0,0.0
734.75,734.4,0.0,0.0
734.39,734.41,0.0,0.0
733.88,734.41,0.0,0.0
734.1,734.41,0.0,0.0
733.68,734.41,0.0,0.0
735.74,734.4,0.0,0.0
734.23,734.4,0.0,0.0
735.68,734.39,0.0,0.0
733.76,734.38,0.0,0.0
734.48,734.37,0.0,0.0
734.44,734.36,0.0,0.0
734.74,734.35,0.0,0.0
733.31,734.33,0.0,0.0
733.89,734.31,0.0,0.0
734.67,734.3,0.0,0.0
733.56,734.28,0.0,0.0
734.72,734.27,0.0,0.0
734.5,734.26,0.0,0.0
734.04,734.25,0.0,0.0
734.48,734.24,0.0,0.0
734.06,734.23,0.0,0.0
735.74,734.22,0.0,0.0
733.6,734.22,0.0,0.0
733.76,734.21,0.0,0.0
732.55,734.2,0.0,0.0
734.95,734.19,0.0,0.0
733.33,734.19,0.0,0.0
734.62,734.19,0.0,0.0
734.03,734.18,0.0,0.0
735.3,734.18,0.0,0.0
732.22,734.18,0.0,0.0
737.48,734.18,0.0,0.0
734.54,735.64,0.0,0.0
735.94,735.62,0.0,0.0
735.61,735.6,0.0,0.0
735.83,735.58,0.0,0.0
736.66,735.55,0.0,0.0
735.69,735.53,0.0,0.0
735.96,735.5,0.0,0.0
735.68,735.47,0.0,0.0
735.11,735.45,0.0,0.0
735.02,735.42,0.0,0.0
734.81,735.4,0.0,0.0
734.72,735.37,0.0,0.0
735.64,735.35,0.0,0.0
734.83,735.33,0.0,0.0
735.43,735.31,0.0,0.0
734.21,735.3,0.0,0.0
735.3,735.28,0.0,0.0
734.73,735.27,0.0,0.0
735.27,735.26,0.0,0.0
735.25,735.25,0.0,0.0
735.82,735.24,0.0,0.0
734.94,735.23,0.0,0.0
735.85,735.22,0.0,0.0
735.91,735.21,0.0,0.0
735.8,735.2,0.0,0.0
734.81,735.19,0.0,0.0
735.47,735.19,0.0,0.0
734.96,735.18,0.0,0.0
735.31,735.17,0.0,0.0
735.82,735.16,0.0,0.0
733.72,735.15,0.0,0.0
736.81,735.14,0.0,0.0
734.58,735.13,0.0,0.0
734.75,735.12,0.0,0.0
733.78,735.11,0.0,0.0
734.1,735.11,0.0,0.0
734.73,735.1,0.0,0.0
735.23,735.09,0.0,0.0
735.96,735.09,0.0,0.0
735.07,735.09,0.0,0.0
735.77,735.09,0.0,0.0
735.27,735.09,0.0,0.0
734.48,735.1,0.0,0.0
735.28,735.11,0.0,0.0
735.75,735.11,0.0,0.0
735.38,735.12,0.0,0.0
734.27,735.13,0.0,0.0
734.82,735.15,0.0,0.0
734.96,735.16,0.0,0.0
735.75,735.18,0.0,0.0
734.82,735.21,0.0,0.0
736.16,735.23,0.0,0.0
736.03,735.25,0.0,0.0
734.08,735.28,0.0,0.0
735.22,735.3,0.0,0.0
734.77,735.33,0.0,0.0
734.56,735.35,0.0,0.0
735.6,735.37,0.0,0.0
735.43,735.39,0.0,0.0
735.06,735.41,0.0,0.0
735.81,735.43,0.0,0.0
734.28,735.44,0.0,0.0
736.1,735.45,0.0,0.0
735.1,735.46,0.0,0.0
741.39,735.46,0.0,0.0
734.28,735.45,0.0,0.0
735.04,735.45,0.0,0.0
735.37,735.44,0.0,0.0
734.93,735.42,0.0,0.0
735.96,735.4,0.0,0.0
735.33,735.38,0.0,0.0
735.36,735.36,0.0,0.0
734.93,735.33,0.0,0.0
734.22,735.31,0.0,0.0
735.43,735.28,0.0,0.0
735.51,735.25,0.0,0.0
734.38,735.22,0.0,0.0
734.99,735.2,0.0,0.0
734.14,735.17,0.0,0.0
735.64,735.15,0.0,0.0
735.23,735.13,0.0,0.0
734.75,735.11,0.0,0.0
736.37,735.09,0.0,0.0
735.33,735.08,0.0,0.0
734.91,735.07,0.0,0.0
734.41,735.06,0.0,0.0
734.65,735.05,0.0,0.0
735.01,735.04,0.0,0.0
735.56,735.03,0.0,0.0
734.61,735.03,0.0,0.0
735.74,735.02,0.0,0.0
735.8,735.01,0.0,0.0
735.04,735.0,0.0,0.0
734.85,734.98,0.0,0.0
734.73,734.97,0.0,0.0
735.2,734.96,0.0,0.0
733.68,734.94,0.0,0.0
734.32,734.93,0.0,0.0
735.21,734.91,0.0,0.0
734.41,734.9,0.0,0.0
735.38,734.89,0.0,0.0
735.22,734.87,0.0,0.0
734.85,734.87,0.0,0.0
735.22,734.86,0.0,0.0
735.56,734.85,0.0,0.0
734.33,734.85,0.0,0.0
734.44,734.85,0.0,0.0
735.4,734.84,0.0,0.0
733.84,734.85,0.0,0.0
733.99,734.85,0.0,0.0
735.56,734.85,0.0,0.0
734.27,734.86,0.0,0.0
735.32,734.86,0.0,0.0
734.32,734.86,0.0,0.0
735.91,734.87,0.0,0.0
734.39,734.87,0.0,0.0
735.71,734.87,0.0,0.0
734.68,734.87,0.0,0.0
733.74,734.87,0.0,0.0
735.05,734.87,0.0,0.0
736.4,734.86,0.0,0.0
734.59,734.86,0.0,0.0
735.29,734.86,0.0,0.0
734.94,734.86,0.0,0.0
734.62,734.86,0.0,0.0
734.4,734.86,0.0,0.0
735.16,734.85,0.0,0.0
735.42,734.85,0.0,0.0
733.56,734.85,0.0,0.0
733.7,734.84,0.0,0.0
735.42,734.84,0.0,0.0
735.05,734.84,0.0,0.0
734.67,734.84,0.0,0.0
734.34,734.84,0.0,0.0
736.04,734.84,0.0,0.0
734.8,734.85,0.0,0.0
735.03,734.86,0.0,0.0
734.43,734.87,0.0,0.0
734.16,734.89,0.0,0.0
736.29,734.91,0.0,0.0
734.53,734.93,0.0,0.0
734.35,734.95,0.0,0.0
735.57,734.97,0.0,0.0
734.89,735.0,0.0,0.0
734.27,735.03,0.0,0.0
733.93,735.05,0.0,0.0
735.37,735.08,0.0,0.0
735.54,735.1,0.0,0.0
735.09,735.12,0.0,0.0
735.38,735.13,0.0,0.0
735.83,735.14,0.0,0.0
735.92,735.15,0.0,0.0
735.68,735.15,0.0,0.0
734.91,735.15,0.0,0.0
735.24,735.15,0.0,0.0
734.8,735.14,0.0,0.0
734.95,735.13,0.0,0.0
735.95,735.12,0.0,0.0
735.9,735.1,0.0,0.0
736.65,735.09,0.0,0.0
734.05,735.07,0.0,0.0
734.83,735.05,0.0,0.0
735.18,735.03,0.0,0.0
733.78,735.01,0.0,0.0
733.79,734.99,0.0,0.0
734.32,734.97,0.0,0.0
734.31,734.95,0.0,0.0
734.77,734.94,0.0,0.0
735.91,734.93,0.0,0.0
735.1,734.92,0.0,0.0
734.98,734.92,0.0,0.0
734.52,734.93,0.0,0.0
734.45,734.94,0.0,0.0
735.82,734.96,0.0,0.0
735.47,734.97,0.0,0.0
734.91,734.99,0.0,0.0
734.86,735.01,0.0,0.0
734.33,735.03,0.0,0.0
735.75,735.05,0.0,0.0
734.14,735.07,0.0,0.0
736.18,735.09,0.0,0.0
734.23,735.1,0.0,0.0
734.9,735.11,0.0,0.0
734.69,735.12,0.0,0.0
735.6,735.12,0.0,0.0
732.51,735.12,0.0,0.0
740.96,735.12,0.0,0.0
736.4,735.12,0.0,0.0
734.2,735.11,0.0,0.0
735.8,735.1,0.0,0.0
733.9,735.09,0.0,0.0
734.6,735.08,0.0,0.0
733.7,735.06,0.0,0.0
734.67,735.04,0.0,0.0
734.51,735.03,0.0,0.0
734.76,735.01,0.0,0.0
735.13,734.99,0.0,0.0
735.65,734.96,0.0,0.0
735.23,734.94,0.0,0.0
735.82,734.92,0.0,0.0
734.53,734.89,0.0,0.0
734.77,734.87,0.0,0.0
734.94,734.84,0.0,0.0
733.96,734.82,0.0,0.0
734.61,734.8,0.0,0.0
735.77,734.78,0.0,0.0
734.63,734.77,0.0,0.0
735.26,734.75,0.0,0.0
734.79,734.74,0.0,0.0
733.65,734.73,0.0,0.0
735.13,734.71,0.0,0.0
734.24,734.69,0.0,0.0
733.77,734.68,0.0,0.0
735.15,734.66,0.0,0.0
734.44,734.64,0.0,0.0
735.81,734.63,0.0,0.0
733.77,734.61,0.0,0.0
734.66,734.6,0.0,0.0
734.07,734.58,0.0,0.0
734.11,734.57,0.0,0.0
735.19,734.56,0.0,0.0
735.75,734.54,0.0,0.0
734.87,734.53,0.0,0.0
734.37,734.52,0.0,0.0
734.07,734.51,0.0,0.0
733.67,734.5,0.0,0.0
734.83,734.49,0.0,0.0
733.58,734.48,0.0,0.0
734.91,734.48,0.0,0.0
733.98,734.47,0.0,0.0
734.62,734.46,0.0,0.0
736.06,734.46,0.0,0.0
733.77,734.45,0.0,0.0
734.2,734.45,0.0,0.0
733.79,734.45,0.0,0.0
734.21,734.45,0.0,0.0
733.59,734.45,0.0,0.0
735.43,734.45,0.0,0.0
734.19,734.46,0.0,0.0
735.53,734.47,0.0,0.0
734.33,734.48,0.0,0.0
733.89,734.49,0.0,0.0
734.76,734.51,0.0,0.0
734.28,734.52,0.0,0.0
734.61,734.54,0.0,0.0
735.29,734.56,0.0,0.0
734.22,734.57,0.0,0.0
734.48,734.59,0.0,0.0
733.61,734.61,0.0,0.0
734.07,734.62,0.0,0.0
734.71,734.64,0.0,0.0
734.93,734.65,0.0,0.0
735.02,734.67,0.0,0.0
736.03,734.69,0.0,0.0
735.06,734.7,0.0,0.0
734.57,734.71,0.0,0.0
734.4,734.73,0.0,0.0
734.92,734.74,0.0,0.0
735.1,734.76,0.0,0.0
734.85,734.77,0.0,0.0
734.73,734.79,0.0,0.0
734.06,734.8,0.0,0.0
734.01,734.81,0.0,0.0
734.59,734.83,0.0,0.0
734.57,734.84,0.0,0.0
735.6,734.85,0.0,0.0
735.59,734.87,0.0,0.0
734.7,734.88,0.0,0.0
734.26,734.89,0.0,0.0
735.74,734.9,0.0,0.0
734.87,734.9,0.0,0.0
733.92,734.91,0.0,0.0
735.46,734.92,0.0,0.0
736.07,734.92,0.0,0.0
734.94,734.92,0.0,0.0
735.43,734.92,0.0,0.0
734.63,734.92,0.0,0.0
734.19,734.92,0.0,0.0
734.46,734.91,0.0,0.0
735.82,734.9,0.0,0.0
735.07,734.89,0.0,0.0
735.42,734.88,0.0,0.0
734.86,734.87,0.0,0.0
734.49,734.87,0.0,0.0
734.66,734.86,0.0,0.0
734.62,734.86,0.0,0.0
734.22,734.87,0.0,0.0
734.02,734.88,0.0,0.0
735.16,734.89,0.0,0.0
735.25,734.9,0.0,0.0
735.47,734.92,0.0,0.0
734.43,734.95,0.0,0.0
734.07,734.97,0.0,0.0
734.23,735.0,0.0,0.0
734.86,735.04,0.0,0.0
735.22,735.07,0.0,0.0
734.67,735.11,0.0,0.0
735.81,735.14,0.0,0.0
736.23,735.17,0.0,0.0
735.86,735.2,0.0,0.0
735.54,735.23,0.0,0.0
735.51,735.25,0.0,0.0
736.61,735.27,0.0,0.0
734.52,735.29,0.0,0.0
735.63,735.31,0.0,0.0
733.75,735.32,0.0,0.0
735.96,735.33,0.0,0.0
733.93,735.33,0.0,0.0
737.93,735.33,0.0,0.0
738.05,735.33,0.0,0.0
733.17,735.33,0.0,0.0
734.37,735.32,0.0,0.0
734.77,735.32,0.0,0.0
734.67,735.31,0.0,0.0
734.61,735.3,0.0,0.0
735.48,735.29,0.0,0.0
736.08,735.28,0.0,0.0
734.64,735.27,0.0,0.0
735.32,735.27,0.0,0.0
736.35,735.27,0.0,0.0
735.95,735.27,0.0,0.0
735.03,735.27,0.0,0.0
734.1,735.27,0.0,0.0
735.29,735.27,0.0,0.0
735.6,735.28,0.0,0.0
735.37,735.28,0.0,0.0
734.22,735.29,0.0,0.0
736.43,735.3,0.0,0.0
735.43,735.31,0.0,0.0
735.57,735.32,0.0,0.0
734.86,735.33,0.0,0.0
734.0,735.34,0.0,0.0
736.6,735.35,0.0,0.0
734.86,735.35,0.0,0.0
735.26,735.35,0.0,0.0
735.63,735.34,0.0,0.0
735.63,735.34,0.0,0.0
735.6,735.33,0.0,0.0
734.34,735.32,0.0,0.0
735.75,735.31,0.0,0.0
735.56,735.3,0.0,0.0
736.9,735.28,0.0,0.0
735.09,735.27,0.0,0.0
736.72,735.25,0.0,0.0
734.67,735.23,0.0,0.0
734.88,735.22,0.0,0.0
734.71,735.21,0.0,0.0
734.48,735.19,0.0,0.0
735.47,735.18,0.0,0.0
733.79,735.17,0.0,0.0
734.72,735.16,0.0,0.0
734.65,735.15,0.0,0.0
734.54,735.14,0.0,0.0
735.06,735.14,0.0,0.0
735.54,735.13,0.0,0.0
735.46,735.13,0.0,0.0
735.62,735.13,0.0,0.0
735.67,735.13,0.0,0.0
735.35,735.13,0.0,0.0
734.91,735.13,0.0,0.0
735.41,735.14,0.0,0.0
735.9,735.14,0.0,0.0
735.44,735.15,0.0,0.0
734.98,735.15,0.0,0.0
734.82,735.16,0.0,0.0
734.14,735.16,0.0,0.0
735.0,735.16,0.0,0.0
735.45,735.16,0.0,0.0
735.77,735.15,0.0,0.0
735.05,735.14,0.0,0.0
734.37,735.13,0.0,0.0
735.48,735.12,0.0,0.0
735.4,735.1,0.0,0.0
735.0,735.09,0.0,0.0
733.69,735.08,0.0,0.0
735.89,735.07,0.0,0.0
735.43,735.06,0.0,0.0
735.98,735.05,0.0,0.0
735.05,735.05,0.0,0.0
736.14,735.04,0.0,0.0
734.33,735.04,0.0,0.0
734.95,735.04,0.0,0.0
733.68,735.03,0.0,0.0
735.11,735.03,0.0,0.0
734.38,734.92,0.0,0.0
735.35,734.95,0.0,0.0
736.03,734.99,0.0,0.0
735.09,735.02,0.0,0.0
736.49,735.05,0.0,0.0
735.47,735.07,0.0,0.0
736.57,735.09,0.0,0.0
735.28,735.1,0.0,0.0
735.11,735.11,0.0,0.0
734.81,735.11,0.0,0.0
734.45,735.11,0.0,0.0
734.56,735.1,0.0,0.0
734.61,735.1,0.0,0.0
735.61,735.09,0.0,0.0
735.45,735.08,0.0,0.0
734.03,735.07,0.0,0.0
735.53,735.05,0.0,0.0
734.84,735.04,0.0,0.0
735.29,735.03,0.0,0.0
734.23,735.02,0.0,0.0
735.44,735.01,0.0,0.0
734.25,735.01,0.0,0.0
734.73,735.01,0.0,0.0
734.77,735.01,0.0,0.0
735.47,735.01,0.0,0.0
735.47,735.01,0.0,0.0
735.37,735.02,0.0,0.0
735.76,735.03,0.0,0.0
734.7,735.03,0.0,0.0
734.9,735.03,0.0,0.0
735.31,735.03,0.0,0.0
733.71,735.03,0.0,0.0
734.58,735.03,0.0,0.0
735.14,735.03,0.0,0.0
736.98,735.02,0.0,0.0
734.75,735.01,0.0,0.0
735.28,735.01,0.0,0.0
734.15,734.99,0.0,0.0
736.2,734.98,0.0,0.0
734.49,734.97,0.0,0.0
734.47,734.95,0.0,0.0
735.58,734.94,0.0,0.0
734.68,734.92,0.0,0.0
734.48,734.91,0.0,0.0
735.09,734.89,0.0,0.0
734.72,734.88,0.0,0.0
734.27,734.88,0.0,0.0
734.56,734.87,0.0,0.0
735.83,734.87,0.0,0.0
734.33,734.87,0.0,0.0
734.4,734.87,0.0,0.0
735.08,734.88,0.0,0.0
735.17,734.88,0.0,0.0
734.21,734.9,0.0,0.0
734.58,734.91,0.0,0.0
734.34,734.93,0.0,0.0
735.11,734.95,0.0,0.0
735.22,734.97,0.0,0.0
735.54,735.0,0.0,0.0
735.31,735.02,0.0,0.0
735.55,735.05,0.0,0.0
734.81,735.07,0.0,0.0
733.76,735.09,0.0,0.0
736.07,735.11,0.0,0.0
736.0,735.14,0.0,0.0
734.21,735.15,0.0,0.0
735.37,735.17,0.0,0.0
735.79,735.19,0.0,0.0
735.02,735.2,0.0,0.0
735.12,735.21,0.0,0.0
736.69,735.22,0.0,0.0
735.43,735.23,0.0,0.0
734.57,735.24,0.0,0.0
734.56,735.24,0.0,0.0
734.94,735.25,0.0,0.0
734.65,735.25,0.0,0.0
735.72,735.25,0.0,0.0
736.03,735.25,0.0,0.0
735.52,735.25,0.0,0.0
735.02,735.25,0.0,0.0
734.31,735.25,0.0,0.0
735.46,735.25,0.0,0.0
735.13,735.24,0.0,0.0
735.47,735.24,0.0,0.0
735.98,735.24,0.0,0.0
735.03,735.24,0.0,0.0
735.56,735.24,0.0,0.0
735.0,735.24,0.0,0.0
735.79,735.24,0.0,0.0
734.39,735.25,0.0,0.0
735.65,735.25,0.0,0.0
734.47,735.26,0.0,0.0
735.15,735.27,0.0,0.0
736.09,735.28,0.0,0.0
735.26,735.28,0.0,0.0
734.18,735.29,0.0,0.0
735.37,735.29,0.0,0.0
734.51,735.29,0.0,0.0
735.96,735.29,0.0,0.0
734.81,735.29,0.0,0.0
735.98,735.29,0.0,0.0
736.23,735.29,0.0,0.0
736.33,735.28,0.0,0.0
734.84,735.28,0.0,0.0
735.13,735.28,0.0,0.0
735.57,735.27,0.0,0.0
735.41,735.26,0.0,0.0
735.27,735.25,0.0,0.0
735.17,735.24,0.0,0.0
735.91,735.23,0.0,0.0
736.53,735.22,0.0,0.0
730.69,735.2,0.0,0.0
735.32,735.18,0.0,0.0
734.71,735.16,0.0,0.0
735.95,735.14,0.0,0.0
735.15,735.11,0.0,0.0
735.54,735.08,0.0,0.0
735.64,735.05,0.0,0.0
736.6,735.01,0.0,0.0
735.01,734.97,0.0,0.0
734.73,734.94,0.0,0.0
734.72,734.9,0.0,0.0
734.45,734.87,0.0,0.0
734.95,734.83,0.0,0.0
734.22,734.79,0.0,0.0
734.79,734.76,0.0,0.0
735.83,734.73,0.0,0.0
734.58,734.7,0.0,0.0
735.02,734.68,0.0,0.0
734.16,734.65,0.0,0.0
733.09,734.63,0.0,0.0
733.37,734.61,0.0,0.0
733.44,734.6,0.0,0.0
734.83,734.59,0.0,0.0
734.33,734.58,0.0,0.0
735.52,734.58,0.0,0.0
735.1,734.59,0.0,0.0
733.85,734.6,0.0,0.0
734.45,734.61,0.0,0.0
734.69,734.63,0.0,0.0
735.17,734.65,0.0,0.0
735.09,734.67,0.0,0.0
735.46,734.7,0.0,0.0
734.67,734.72,0.0,0.0
735.36,734.75,0.0,0.0
732.96,734.78,0.0,0.0
734.88,734.8,0.0,0.0
735.43,734.83,0.0,0.0
735.04,734.85,0.0,0.0
734.77,734.86,0.0,0.0
734.98,734.87,0.0,0.0
735.07,734.88,0.0,0.0
733.25,734.89,0.0,0.0
735.43,734.89,0.0,0.0
734.83,734.9,0.0,0.0
736.33,734.9,0.0,0.0
735.14,734.9,0.0,0.0
734.88,734.91,0.0,0.0
736.12,734.91,0.0,0.0
735.24,734.91,0.0,0.0
734.19,734.91,0.0,0.0
734.47,734.91,0.0,0.0
734.94,734.91,0.0,0.0
734.52,734.91,0.0,0.0
733.44,734.91,0.0,0.0
734.81,734.91,0.0,0.0
733.66,734.91,0.0,0.0
736.48,734.91,0.0,0.0
735.99,734.91,0.0,0.0
734.47,734.91,0.0,0.0
734.74,734.91,0.0,0.0
734.68,734.91,0.0,0.0
735.82,734.92,0.0,0.0
734.75,734.92,0.0,0.0
735.8,734.93,0.0,0.0
734.76,734.94,0.0,0.0
734.36,734.95,0.0,0.0
734.46,734.96,0.0,0.0
734.39,734.97,0.0,0.0
734.99,734.98,0.0,0.0
734.88,734.98,0.0,0.0
735.96,734.99,0.0,0.0
735.02,734.99,0.0,0.0
734.92,735.0,0.0,0.0
734.68,735.0,0.0,0.0
735.09,735.0,0.0,0.0
734.82,734.99,0.0,0.0
735.24,734.99,0.0,0.0
735.8,734.99,0.0,0.0
734.52,734.99,0.0,0.0
736.26,734.98,0.0,0.0
734.68,734.98,0.0,0.0
734.68,734.98,0.0,0.0
734.65,734.97,0.0,0.0
734.77,734.97,0.0,0.0
734.54,734.96,0.0,0.0
734.19,734.96,0.0,0.0
735.4,734.95,0.0,0.0
735.61,734.95,0.0,0.0
735.36,734.95,0.0,0.0
734.41,734.95,0.0,0.0
734.66,734.96,0.0,0.0
734.44,734.97,0.0,0.0
735.53,734.98,0.0,0.0
734.59,734.99,0.0,0.0
734.82,735.0,0.0,0.0
735.05,735.02,0.0,0.0
735.93,735.03,0.0,0.0
734.31,735.05,0.0,0.0
734.93,735.07,0.0,0.0
733.96,735.09,0.0,0.0
735.89,735.1,0.0,0.0
734.79,735.11,0.0,0.0
736.09,735.12,0.0,0.0
735.95,735.13,0.0,0.0
734.67,735.13,0.0,0.0
735.86,735.12,0.0,0.0
735.25,735.11,0.0,0.0
735.43,735.09,0.0,0.0
735.44,735.07,0.0,0.0
734.7,735.04,0.0,0.0
734.43,735.01,0.0,0.0
735.64,734.98,0.0,0.0
736.46,734.95,0.0,0.0
735.24,734.91,0.0,0.0
733.6,734.87,0.0,0.0
734.63,734.83,0.0,0.0
734.32,734.79,0.0,0.0
733.89,734.76,0.0,0.0
735.19,734.72,0.0,0.0
735.02,734.68,0.0,0.0
734.03,734.65,0.0,0.0
735.93,734.62,0.0,0.0
730.4,734.6,0.0,0.0
733.65,734.58,0.0,0.0
736.38,734.57,0.0,0.0
733.93,734.57,0.0,0.0
736.5,734.57,0.0,0.0
734.15,734.57,0.0,0.0
735.68,734.58,0.0,0.0
734.23,734.6,0.0,0.0
734.87,734.62,0.0,0.0
733.3,734.63,0.0,0.0
734.64,734.66,0.0,0.0
734.67,734.68,0.0,0.0
733.56,734.7,0.0,0.0
734.44,734.73,0.0,0.0
734.91,734.75,0.0,0.0
734.94,734.78,0.0,0.0
735.56,734.8,0.0,0.0
735.6,734.82,0.0,0.0
735.7,734.85,0.0,0.0
735.22,734.87,0.0,0.0
735.43,734.89,0.0,0.0
734.11,734.91,0.0,0.0
734.54,734.92,0.0,0.0
734.81,734.94,0.0,0.0
735.09,734.96,0.0,0.0
734.18,734.98,0.0,0.0
734.49,735.0,0.0,0.0
735.24,735.02,0.0,0.0
734.46,735.04,0.0,0.0
735.61,735.06,0.0,0.0
736.33,735.09,0.0,0.0
736.01,735.11,0.0,0.0
734.54,735.14,0.0,0.0
734.76,735.16,0.0,0.0
734.7,735.18,0.0,0.0
734.38,735.21,0.0,0.0
736.14,735.23,0.0,0.0
734.6,735.25,0.0,0.0
735.47,735.27,0.0,0.0
734.3,735.29,0.0,0.0
735.66,735.3,0.0,0.0
736.05,735.32,0.0,0.0
736.11,735.32,0.0,0.0
736.4,735.33,0.0,0.0
735.4,735.33,0.0,0.0
735.93,735.33,0.0,0.0
735.95,735.32,0.0,0.0
735.36,735.32,0.0,0.0
735.68,735.31,0.0,0.0
734.04,735.3,0.0,0.0
734.14,735.29,0.0,0.0
734.89,735.29,0.0,0.0
735.5,735.28,0.0,0.0
734.67,735.27,0.0,0.0
735.32,735.26,0.0,0.0
736.03,735.24,0.0,0.0
735.44,735.23,0.0,0.0
734.68,735.23,0.0,0.0
734.84,735.22,0.0,0.0
735.2,735.21,0.0,0.0
734.41,735.21,0.0,0.0
736.0,735.2,0.0,0.0
735.63,735.2,0.0,0.0
736.39,735.2,0.0,0.0
735.25,735.2,0.0,0.0
733.88,735.2,0.0,0.0
734.88,735.19,0.0,0.0
736.26,735.19,0.0,0.0
735.35,735.19,0.0,0.0
733.84,735.19,0.0,0.0
735.99,735.18,0.0,0.0
735.38,735.18,0.0,0.0
735.11,735.17,0.0,0.0
735.17,735.17,0.0,0.0
734.78,735.16,0.0,0.0
735.92,735.16,0.0,0.0
734.51,735.16,0.0,0.0
735.08,735.16,0.0,0.0
735.05,735.16,0.0,0.0
734.62,735.16,0.0,0.0
734.8,735.16,0.0,0.0
735.3,735.17,0.0,0.0
735.03,735.18,0.0,0.0
735.58,735.19,0.0,0.0
735.39,735.2,0.0,0.0
735.21,735.22,0.0,0.0
736.02,735.23,0.0,0.0
735.75,735.25,0.0,0.0
734.05,735.27,0.0,0.0
734.63,735.28,0.0,0.0
735.64,735.3,0.0,0.0
735.24,735.32,0.0,0.0
734.98,735.33,0.0,0.0
735.24,735.35,0.0,0.0
736.04,735.36,0.0,0.0
735.26,735.38,0.0,0.0
735.9,735.39,0.0,0.0
735.51,735.4,0.0,0.0
736.74,735.4,0.0,0.0
735.17,735.4,0.0,0.0
735.17,735.4,0.0,0.0
735.21,735.39,0.0,0.0
735.07,735.39,0.0,0.0
735.38,735.38,0.0,0.0
735.01,735.37,0.0,0.0
735.0,735.35,0.0,0.0
736.38,735.34,0.0,0.0
735.01,735.32,0.0,0.0
736.29,735.3,0.0,0.0
735.77,735.28,0.0,0.0
736.19,735.25,0.0,0.0
733.38,735.23,0.0,0.0
735.89,735.21,0.0,0.0
733.59,735.19,0.0,0.0
735.42,735.17,0.0,0.0
732.84,735.16,0.0,0.0
736.72,735.15,0.0,0.0
734.02,735.14,0.0,0.0
738.1,735.14,0.0,0.0
734.21,735.7,0.0,0.0
735.74,735.7,0.0,0.0
735.75,735.69,0.0,0.0
736.45,735.68,0.0,0.0
734.75,735.68,0.0,0.0
735.51,735.67,0.0,0.0
734.96,735.67,0.0,0.0
736.37,735.67,0.0,0.0
